,GSM5444463,GSM5444460,GSM5444461,GSM5444462,GSM5444464,GSM5444465,GSM5444448,GSM5444449,GSM5444450,GSM5444451,GSM5444452,GSM5444453,GSM5444454,GSM5444455,GSM5444456,GSM5444457,GSM5444458,GSM5444459
ENSG00000103404.14,166,159,181,155,134,209,399,366,365,379,320,0,61,85,36,136,17,0
ENSG00000280400.1,1,3,0,1,0,5,1,0,4,11,6,0,4,0,0,0,0,0
ENSG00000285613.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000166828.3,93,10,6,0,10,22,0,0,0,0,3,0,22,0,113,10,0,0
ENSG00000260741.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168447.11,364,59,47,91,60,66,22,12,19,9,5,0,66,150,387,61,16,0
ENSG00000168434.13,381,404,540,376,544,499,851,1130,782,1197,942,11,125,380,118,287,50,0
ENSG00000280039.1,58,60,19,62,65,64,64,124,76,145,65,0,22,148,0,94,5,0
ENSG00000212593.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259782.2,0,6,1,4,6,3,14,8,3,16,6,0,0,0,0,6,0,0
ENSG00000260136.6,9,17,64,27,20,34,86,100,122,127,120,0,17,0,0,45,6,0
ENSG00000103365.15,318,498,483,477,486,556,1214,1412,1368,1864,1190,9,278,668,301,638,86,0
ENSG00000261528.2,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0
ENSG00000103356.16,381,380,391,445,556,503,1046,938,1028,1251,932,0,93,317,269,268,18,6
ENSG00000260247.1,14,16,10,15,26,9,29,9,14,12,20,0,4,0,0,4,0,0
ENSG00000103353.16,476,701,826,642,803,613,1724,2155,2229,2359,1954,12,161,295,251,285,46,15
ENSG00000260751.2,26,30,17,14,12,16,43,69,37,68,20,14,4,27,0,58,2,0
ENSG00000004779.10,952,1166,1148,1187,1393,1186,2516,2805,2294,2902,2418,164,415,882,562,1191,467,173
ENSG00000083093.10,154,146,234,134,135,183,406,397,461,447,397,2,36,105,68,137,4,0
ENSG00000261723.1,3,4,2,1,8,17,14,21,30,39,14,0,0,0,0,12,2,0
ENSG00000166847.10,928,1123,1252,1034,1076,1203,2117,2426,2522,2867,2153,16,197,866,485,981,94,18
ENSG00000260482.3,61,61,83,49,25,71,94,165,201,146,174,0,27,122,0,161,20,0
ENSG00000166851.15,952,1321,1138,1367,1928,1910,2491,2468,1819,2399,1897,80,415,1337,901,1229,117,10
ENSG00000261266.2,39,54,71,33,41,47,50,77,69,112,38,6,10,0,41,16,3,0
ENSG00000134398.15,4,4,16,0,12,6,13,30,4,6,10,0,0,0,0,6,1,0
ENSG00000278912.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261583.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000279756.1,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ENSG00000166869.3,2,1,0,0,0,5,0,0,0,5,0,0,0,0,0,1,0,0
ENSG00000166501.14,31,12,11,36,44,70,3,2,0,1,0,12,3,0,0,0,0,7
ENSG00000279276.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279202.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274466.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279554.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260264.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006116.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201541.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ENSG00000122257.20,1096,1149,1269,1245,1271,1227,2642,2976,2057,2693,2111,177,522,1967,1177,2019,175,29
ENSG00000090905.19,1004,943,1143,921,1373,1174,1851,2164,1440,1696,1360,286,526,1354,1047,2027,285,323
ENSG00000224310.1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ENSG00000261669.1,21,56,19,46,39,51,59,68,48,67,44,0,12,108,0,151,11,0
ENSG00000158865.12,0,0,0,2,19,2,51,106,149,93,57,0,0,0,0,11,1,0
ENSG00000140750.17,633,543,600,609,815,680,1719,1718,1490,1916,1491,13,99,363,199,359,12,11
ENSG00000260714.1,17,18,6,12,0,9,6,0,4,12,6,0,0,0,0,1,0,0
ENSG00000262587.2,29,15,6,18,38,22,14,24,30,30,15,0,0,0,0,11,0,0
ENSG00000262155.2,5,14,7,11,8,10,5,7,7,10,6,0,16,0,31,2,2,0
ENSG00000271105.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263326.1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
ENSG00000260448.6,12,4,26,5,15,13,27,22,36,28,33,0,0,0,0,19,0,0
ENSG00000262700.1,0,0,0,0,0,0,5,4,0,1,6,0,0,0,0,0,0,0
ENSG00000275494.1,19,36,36,11,39,53,89,93,94,103,77,0,4,0,0,10,5,0
ENSG00000205629.12,689,750,868,702,863,808,1920,1948,1695,2042,1677,34,223,597,326,679,44,18
ENSG00000260034.1,13,15,19,13,11,17,23,13,23,23,17,0,4,0,0,13,1,0
ENSG00000266166.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000103375.11,2,0,0,0,10,0,0,10,4,3,2,0,0,0,0,0,0,0
ENSG00000155592.16,68,39,43,49,83,68,174,264,275,226,161,0,14,90,0,54,10,6
ENSG00000259955.1,4,0,0,0,0,0,9,2,4,1,0,0,0,0,0,0,0,0
ENSG00000274925.1,51,110,58,131,56,108,199,210,147,256,115,2,55,147,0,192,16,0
ENSG00000261636.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260690.1,15,6,0,0,1,2,0,1,1,0,0,32,21,0,0,9,197,42
ENSG00000182601.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285882.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260255.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265005.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199929.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230330.1,136,246,180,285,298,298,342,478,394,562,370,16,165,188,290,238,33,10
ENSG00000237140.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231876.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228480.1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286712.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236481.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260580.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000234186.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261482.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261557.1,6,6,18,4,1,10,8,7,8,18,1,48,34,1,34,4,12,23
ENSG00000261045.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155666.11,18,35,29,45,14,27,69,72,78,101,99,0,4,17,0,48,2,2
ENSG00000259940.2,0,2,0,4,0,1,6,7,8,5,4,0,4,1,60,0,0,0
ENSG00000169189.17,573,702,634,609,779,688,1563,1283,1054,1441,1199,30,196,412,367,817,46,0
ENSG00000245888.7,1,3,11,1,6,19,46,18,10,32,34,0,0,23,0,9,0,0
ENSG00000274092.1,0,0,0,0,0,0,0,2,0,10,7,0,0,0,0,0,0,0
ENSG00000077238.14,113,30,81,59,55,34,287,282,373,432,350,9,80,446,122,265,23,0
ENSG00000103522.16,3,5,0,2,0,7,0,0,2,8,0,0,5,9,38,19,0,0
ENSG00000259954.1,0,0,0,0,0,7,0,0,0,1,0,0,4,0,0,8,0,0
ENSG00000077235.18,702,872,832,980,1167,1006,2350,2522,2623,2790,2060,18,585,2295,889,2229,230,1
ENSG00000047578.13,291,314,326,369,387,391,725,799,868,976,798,0,190,322,88,271,28,3
ENSG00000261736.1,0,0,0,0,0,4,0,3,0,4,8,0,0,0,0,7,0,0
ENSG00000261329.6,43,46,43,41,92,55,112,137,71,60,79,0,28,217,91,116,11,0
ENSG00000273553.1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,0,0,0,0
ENSG00000201371.1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000169181.13,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212382.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207266.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169180.11,1476,1740,2140,1877,2389,2283,2385,3391,3400,3977,2805,57,322,788,715,1059,83,24
ENSG00000260452.1,1,0,6,9,0,3,0,2,0,0,1,0,0,33,0,4,0,0
ENSG00000200652.1,0,0,0,0,0,0,0,5,2,6,1,0,0,0,0,0,0,0
ENSG00000200138.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250982.2,30,22,27,58,63,26,2,0,0,5,3,22,8,1,8,0,75,13
ENSG00000283662.1,3,4,7,9,31,4,11,19,10,14,9,0,0,0,0,0,0,0
ENSG00000188322.7,316,413,368,575,499,553,2666,2222,1977,1975,2315,29,289,1030,1063,1110,92,12
ENSG00000246465.1,17,14,21,32,7,30,34,39,57,54,38,0,8,0,0,16,0,0
ENSG00000277191.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000198156.10,34,15,12,6,17,17,127,88,76,95,58,0,11,0,13,47,6,0
ENSG00000271623.1,0,0,0,0,0,0,0,7,6,4,0,0,0,0,0,0,0,0
ENSG00000205609.12,2437,2746,2922,3290,3980,3697,5069,6058,5703,6819,5568,112,723,1368,1191,1983,193,43
ENSG00000275429.1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0
ENSG00000261089.1,5,4,0,6,0,1,66,38,5,14,5,0,0,0,0,6,0,0
ENSG00000275654.1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270118.1,14,2,0,0,0,4,12,5,7,7,1,0,3,0,0,0,0,0
ENSG00000261832.6,468,552,508,453,581,585,1327,1889,1371,1709,1284,14,442,558,758,1614,106,9
ENSG00000233232.7,18,16,6,15,7,15,68,72,54,25,36,0,7,24,38,17,0,0
ENSG00000188603.19,764,848,888,666,864,994,2036,3004,2363,3041,2136,22,718,1032,821,2263,160,16
ENSG00000184730.11,1,3,0,6,18,12,92,92,136,68,63,0,73,453,63,257,16,4
ENSG00000197272.2,0,0,0,0,0,0,10,0,5,5,3,0,0,0,0,0,1,0
ENSG00000176046.8,884,886,876,865,1187,1228,2321,2315,2095,2468,1666,42,1392,5279,2977,7267,465,17
ENSG00000271495.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
ENSG00000275441.1,55,46,30,37,125,54,164,143,88,90,102,0,0,89,0,37,4,0
ENSG00000176476.9,270,311,165,240,374,347,694,761,539,799,627,0,77,299,220,441,21,0
ENSG00000197165.11,8,1,5,3,4,0,188,230,163,213,154,4,14,34,0,50,7,0
ENSG00000278665.1,0,0,0,0,0,0,14,6,23,15,11,0,0,19,2,3,2,0
ENSG00000278725.1,0,0,0,0,0,3,45,42,38,43,38,0,0,0,0,13,0,0
ENSG00000196502.11,33,30,60,39,195,57,1425,1618,1451,2129,1503,45,219,967,529,1103,106,8
ENSG00000285020.1,0,1,0,0,0,2,45,27,26,29,15,0,5,33,0,17,0,0
ENSG00000255524.7,5,21,32,25,15,41,39,94,37,97,49,0,4,1,58,28,2,0
ENSG00000261419.1,4,10,2,12,0,3,0,10,11,15,4,0,1,0,0,2,0,0
ENSG00000184110.14,4112,5165,5037,5231,5745,6265,8495,10315,9109,10866,8857,132,1155,3606,2397,4403,356,34
ENSG00000259982.1,7,0,0,2,8,0,5,30,3,18,7,0,0,0,0,0,0,0
ENSG00000278340.1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
ENSG00000270424.1,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,0,0,0
ENSG00000196993.8,33,17,30,30,32,37,77,127,75,123,67,6,10,40,46,38,10,0
ENSG00000278528.1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000251417.2,18,14,21,13,7,40,60,91,46,66,52,12,24,110,42,42,11,0
ENSG00000240634.1,2,16,0,0,20,2,34,16,19,18,18,0,2,147,0,13,4,0
ENSG00000260796.1,13,4,61,1,41,22,12,20,16,39,28,16,6,64,58,29,0,0
ENSG00000275807.1,79,91,88,102,195,141,338,392,229,294,319,0,44,0,52,11,6,0
ENSG00000168488.18,1847,1705,1849,2099,2979,2787,4798,5427,3426,5413,4001,269,746,1637,1273,1669,244,136
ENSG00000260570.1,98,129,88,142,111,159,240,229,167,402,182,28,99,195,106,218,39,38
ENSG00000178952.11,3802,4526,4032,4467,5343,5463,6112,7044,6230,7868,6189,47,954,2501,1617,3152,299,40
ENSG00000283845.1,1,3,0,0,0,3,0,0,1,3,2,0,0,0,0,8,2,0
ENSG00000178188.14,868,1213,1293,1079,1427,1579,1769,2206,1350,2137,1310,56,329,1377,660,1237,92,18
ENSG00000261766.1,5,16,10,8,34,44,11,37,18,13,22,0,6,0,0,33,4,0
ENSG00000196296.13,73,45,49,77,188,68,225,269,207,297,181,221,81,104,186,87,3981,146
ENSG00000260442.5,15,25,62,28,22,35,80,48,35,69,53,0,24,13,40,32,1,1
ENSG00000252461.1,0,0,0,5,0,1,1,9,4,9,2,0,0,0,0,4,0,0
ENSG00000177548.13,459,581,522,515,528,574,1285,1570,1451,1766,1207,49,154,583,342,728,86,5
ENSG00000177455.15,0,5,0,4,0,0,158,176,98,169,122,0,12,58,48,35,0,0
ENSG00000176953.12,1229,1390,1444,1390,1684,1753,2189,2509,1920,2425,1759,74,489,1425,816,1900,169,9
ENSG00000260853.2,246,357,421,336,444,469,592,560,401,610,419,4,83,260,276,718,59,2
ENSG00000284541.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260367.2,90,80,90,43,176,134,121,165,77,109,87,0,15,69,56,38,2,0
ENSG00000169682.18,793,971,664,817,1035,1078,911,1354,1187,1236,1065,24,233,675,661,651,48,4
ENSG00000261067.7,771,877,686,847,957,1096,925,1223,995,1103,1002,24,240,619,845,690,54,3
ENSG00000213658.11,110,131,126,133,138,131,141,110,72,135,65,0,34,123,108,129,30,0
ENSG00000261552.1,16,7,3,5,0,11,15,5,1,24,8,0,0,0,0,24,2,0
ENSG00000196796.5,28,14,68,39,8,30,64,138,81,246,74,9,7,1,1,20,8,0
ENSG00000260908.1,0,2,0,1,0,0,0,3,0,2,0,0,0,0,0,2,0,0
ENSG00000103472.10,8,4,0,17,25,5,37,19,33,34,29,0,1,1,0,4,0,0
ENSG00000284671.1,6,2,0,13,25,11,41,19,44,33,39,0,0,1,0,0,0,0
ENSG00000284649.1,2,2,0,4,0,1,6,4,0,1,1,0,1,0,0,0,0,0
ENSG00000284685.1,0,0,20,12,0,1,0,2,5,5,0,0,0,0,0,0,0,0
ENSG00000260517.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279106.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259807.2,0,0,15,0,0,6,0,4,0,1,0,0,0,0,0,0,0,0
ENSG00000273582.1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000260953.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000277999.1,0,0,0,0,0,0,0,8,6,9,4,0,0,0,0,0,0,0
ENSG00000198106.8,13,13,20,26,40,17,62,52,34,51,13,0,0,39,0,24,0,0
ENSG00000260413.1,0,0,0,12,0,4,0,1,4,5,0,0,0,0,0,0,0,0
ENSG00000271699.5,9,4,0,0,10,10,5,18,2,10,5,0,0,0,0,0,0,0
ENSG00000278078.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254206.5,272,211,225,146,315,287,367,360,188,294,192,10,21,226,37,140,8,0
ENSG00000254634.4,50,30,28,35,43,24,174,170,84,109,89,0,17,0,1,17,4,0
ENSG00000183336.8,52,29,40,49,65,33,231,247,208,168,160,0,11,0,0,34,1,0
ENSG00000261740.6,150,110,117,101,189,123,397,409,253,261,328,7,55,81,13,75,3,0
ENSG00000260335.1,2,1,3,5,2,5,3,7,3,0,3,0,0,0,0,1,0,0
ENSG00000181625.17,48,31,22,74,111,53,252,286,193,267,250,0,23,21,25,87,6,0
ENSG00000260280.5,116,111,103,148,255,110,338,496,281,517,470,1,64,166,2,133,3,1
ENSG00000213648.10,73,93,104,117,154,104,150,291,164,329,279,1,60,170,95,129,2,1
ENSG00000258150.6,1,5,0,6,17,4,48,65,44,67,41,0,3,0,1,0,0,0
ENSG00000279228.2,0,3,0,0,0,1,23,28,19,55,22,0,0,0,0,0,0,0
ENSG00000257691.2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
ENSG00000257506.1,1,0,6,0,2,0,0,0,3,1,0,0,0,0,0,5,0,0
ENSG00000169203.16,210,218,226,229,293,300,347,490,328,501,346,12,38,149,165,223,20,0
ENSG00000205534.6,115,98,181,141,139,151,155,184,183,258,187,1,14,64,127,156,5,1
ENSG00000279583.1,24,1,21,11,7,6,29,19,14,15,8,0,0,18,0,2,0,0
ENSG00000266758.1,2,2,24,0,0,20,0,11,10,15,6,0,18,0,0,9,0,0
ENSG00000260727.1,13,19,23,2,12,7,0,28,8,16,1,0,0,0,0,4,0,0
ENSG00000260133.1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000260514.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000197471.12,0,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0
ENSG00000103485.19,14,27,18,19,18,39,4693,5527,4254,5817,4832,93,161,671,583,1195,59,5
ENSG00000222375.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
ENSG00000185905.4,11,0,0,0,19,2,0,0,0,1,1,0,0,0,0,15,0,0
ENSG00000260719.1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174992.8,0,0,0,0,0,0,5,6,8,20,8,0,0,0,0,0,0,0
ENSG00000079616.12,1070,1634,1202,1571,2255,2018,3214,3563,2877,3747,3012,23,776,1689,1299,1906,140,14
ENSG00000275857.1,28,56,82,44,90,58,143,199,187,282,136,0,31,90,54,108,6,2
ENSG00000103495.14,3906,5191,4290,4780,6380,6600,8994,9604,8034,10030,7496,182,2686,8498,5184,8817,768,101
ENSG00000259952.1,202,326,324,377,465,512,615,797,889,1035,757,1,199,316,189,453,51,4
ENSG00000238045.9,3275,4161,3303,3483,4893,4859,7044,7151,5563,7048,5312,185,2002,7557,4188,7813,611,68
ENSG00000280607.1,5,1,10,4,0,2,2,5,8,12,2,0,5,0,0,6,0,0
ENSG00000167371.21,234,337,231,157,359,329,250,267,97,176,129,0,34,149,84,163,14,0
ENSG00000280893.1,487,721,648,602,830,828,1482,1589,1244,1586,1175,31,165,385,133,638,59,11
ENSG00000280789.2,723,1010,1131,1050,1231,1356,2097,2495,2223,2853,2018,58,284,551,201,914,84,16
ENSG00000281348.1,104,121,131,104,134,148,287,282,268,340,218,0,27,51,0,145,14,2
ENSG00000013364.19,536,408,722,394,448,600,2056,2934,2137,3445,2209,21,251,227,154,669,130,28
ENSG00000103502.14,653,1210,1144,1113,1343,1363,2314,2703,2098,2634,1829,4,170,542,506,923,54,15
ENSG00000278713.1,58,53,46,103,149,96,217,293,146,212,156,0,10,79,0,25,1,0
ENSG00000214725.9,67,33,58,63,78,51,6,0,0,12,5,0,1,0,21,9,3,1
ENSG00000174938.14,167,90,64,85,181,122,2810,3085,2782,2903,2600,29,28,86,5,68,6,1
ENSG00000174939.11,45,18,44,35,0,28,264,280,226,319,298,0,5,0,0,0,8,0
ENSG00000174943.11,248,236,238,177,274,265,932,1040,833,1081,867,0,147,545,234,504,22,3
ENSG00000279789.1,99,75,65,49,123,52,307,319,205,229,208,11,54,207,105,326,25,2
ENSG00000247735.2,1,14,0,19,0,22,15,23,21,37,34,33,6,3,0,29,3,0
ENSG00000149932.17,1000,1233,1155,1238,1301,1254,2039,2688,2175,2856,2058,62,391,862,995,1247,101,9
ENSG00000149930.18,856,826,976,822,966,1155,1995,2482,1984,2667,1845,66,257,588,422,553,72,47
ENSG00000149929.16,438,620,577,558,849,884,1124,1358,1013,1414,1199,26,197,609,359,794,63,0
ENSG00000169592.15,1221,1517,1464,1739,1783,1938,2328,2716,2023,2781,1962,27,411,903,897,1409,99,20
ENSG00000149927.18,155,247,204,230,342,232,501,580,361,497,317,5,101,169,163,321,19,8
ENSG00000167194.7,1,0,0,0,0,1,0,23,13,3,4,0,0,0,0,1,0,0
ENSG00000149926.13,3,8,6,20,20,27,60,87,35,58,29,0,7,0,0,5,2,0
ENSG00000285043.1,6113,9282,8678,8645,9977,9813,16358,19063,22378,28188,17742,921,4064,10913,7173,13277,3198,448
ENSG00000149925.20,20800,28282,25596,28700,34402,33022,55362,61359,64162,79267,56214,1618,12143,32498,18585,32746,6079,876
ENSG00000274904.1,82,119,110,143,199,179,649,892,916,973,793,7,184,343,38,178,16,10
ENSG00000149923.14,1691,2128,2007,2059,2183,2288,5081,6258,5358,6765,5387,166,669,1596,878,1978,187,78
ENSG00000149922.10,169,117,100,126,171,131,257,186,166,205,111,20,5,39,86,72,3,0
ENSG00000090238.12,558,334,272,300,538,360,1222,1099,757,1078,829,352,343,514,671,421,211,195
ENSG00000250616.2,17,24,14,10,21,14,68,95,103,136,63,0,0,26,86,14,2,0
ENSG00000102886.15,585,54,33,52,36,25,76,114,100,144,85,13,15,46,63,61,3,0
ENSG00000261367.1,1,2,0,0,0,0,0,2,2,5,3,0,0,0,0,1,0,0
ENSG00000275371.1,125,6,0,6,37,2,43,38,17,38,31,0,0,8,56,26,3,0
ENSG00000102882.12,1202,981,871,984,1140,1204,3041,3129,2612,3130,2386,69,462,926,606,1176,98,17
ENSG00000102879.15,317,262,218,188,199,280,773,970,776,1030,588,0,2,36,1,96,39,0
ENSG00000261416.1,30,4,0,6,14,12,50,57,29,26,21,0,0,0,0,4,3,0
ENSG00000169627.9,1557,1412,1304,1272,1753,1578,4594,5118,3152,4662,4208,77,478,1008,668,1908,128,9
ENSG00000132207.17,334,399,435,367,539,527,2189,2954,2175,3355,2317,26,227,396,237,745,55,7
ENSG00000213599.10,682,754,857,601,868,851,2634,3450,2271,3757,2537,48,350,719,355,915,106,0
ENSG00000261052.5,541,644,738,394,514,596,1315,1672,973,2022,1180,10,261,792,335,871,120,4
ENSG00000258130.8,6,4,28,0,0,7,15,62,46,60,55,0,15,0,0,7,2,0
ENSG00000278887.2,3,4,3,0,0,7,5,27,32,42,13,0,0,0,0,0,0,0
ENSG00000261444.1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261203.1,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0
ENSG00000198064.13,317,287,296,321,397,417,403,483,244,486,324,2,51,346,85,323,21,0
ENSG00000183604.14,165,144,102,127,174,143,486,549,374,550,455,0,18,84,36,99,18,0
ENSG00000273724.1,2,0,0,0,14,4,9,16,26,7,5,0,0,0,0,15,0,0
ENSG00000169217.9,1051,1071,1582,1179,1264,1561,2533,3184,2922,3947,2853,104,340,758,554,882,101,14
ENSG00000260219.2,43,38,57,57,78,80,101,70,95,97,79,0,16,49,0,6,3,0
ENSG00000169221.14,1146,1178,1074,1331,1592,1604,2623,3322,2822,3408,2649,28,369,1063,480,1314,177,38
ENSG00000274653.1,41,56,29,69,77,76,35,50,56,69,62,0,0,0,0,36,7,0
ENSG00000180209.12,50,109,77,93,80,68,15,19,13,28,24,0,0,0,0,8,66,17
ENSG00000180035.13,198,230,266,387,292,337,804,1040,843,1055,767,7,47,125,0,210,13,9
ENSG00000180096.12,82,142,170,132,160,202,328,380,177,252,235,0,15,99,0,98,2,0
ENSG00000280137.1,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179965.12,210,246,256,262,220,306,654,783,600,750,711,43,208,220,175,286,60,11
ENSG00000199787.1,0,0,14,0,0,0,5,3,0,7,7,0,0,0,0,4,0,0
ENSG00000179958.9,1058,1488,1298,1290,1403,1666,3793,3952,3177,4366,3496,67,471,772,937,1158,113,0
ENSG00000179918.19,579,594,736,677,793,806,3852,4730,4986,5291,3909,46,440,1513,928,1433,127,29
ENSG00000202476.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000222701.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005844.18,0,2,16,5,23,4,288,392,257,421,375,0,3,0,48,14,1,7
ENSG00000261346.1,0,0,8,0,0,0,51,67,26,62,46,0,0,0,0,0,0,0
ENSG00000260487.1,0,0,0,0,0,0,130,203,114,182,66,19,0,0,0,0,0,0
ENSG00000251706.1,0,0,0,1,0,0,21,41,19,30,25,0,0,0,0,0,0,0
ENSG00000261332.1,0,0,0,0,7,0,172,244,136,125,167,0,0,0,0,0,0,0
ENSG00000266305.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169957.10,520,788,873,860,992,1017,2421,2540,2082,2515,2254,5,338,615,326,680,81,0
ENSG00000261459.1,28,26,55,14,13,54,48,134,108,164,111,0,4,22,9,6,0,0
ENSG00000278922.1,36,15,48,13,41,44,80,55,71,116,76,0,0,0,30,11,0,0
ENSG00000169955.7,235,166,147,220,222,280,443,635,555,700,545,0,99,146,139,244,16,6
ENSG00000235560.4,61,76,66,42,58,68,38,75,18,83,37,0,0,0,42,51,7,0
ENSG00000260494.1,3,0,1,9,0,3,0,0,7,5,2,0,0,0,0,0,0,1
ENSG00000169951.9,111,146,151,188,174,216,578,608,484,672,469,10,56,131,4,160,20,0
ENSG00000229809.8,239,176,173,157,236,227,541,568,380,459,507,0,99,170,0,198,21,7
ENSG00000239791.2,34,34,31,23,71,50,174,200,113,160,148,0,6,60,47,23,4,0
ENSG00000197162.10,299,304,417,239,382,340,977,1104,755,1097,763,40,115,247,232,402,24,11
ENSG00000260167.1,7,0,17,1,9,1,31,50,16,30,46,0,0,0,0,10,0,0
ENSG00000261588.1,0,10,0,22,0,20,42,23,29,58,27,4,0,46,34,12,1,0
ENSG00000156853.13,42,64,162,42,89,105,487,589,595,652,523,7,36,77,86,102,9,7
ENSG00000260678.1,0,0,0,0,0,0,0,6,2,10,4,12,0,0,43,0,2,0
ENSG00000261680.1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
ENSG00000260113.3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156858.11,1156,943,1030,1059,1432,1457,2439,2900,1950,2602,2050,9,239,751,397,855,48,9
