,p.val,q.val,set.size
GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_DN,0.317472275799437,0.934935544827102,174
MIR608,0.317473497031404,0.934935544827102,174
ZHENG_CORD_BLOOD_C3_MEGAKARYOCYTE_ERYTHROID_PROGENITOR,0.317503238424451,0.934935544827102,91
HP_TIP_TOE_GAIT,0.31753906714039,0.934935544827102,9
GO_GLOMERULUS_VASCULATURE_MORPHOGENESIS,0.317542536785817,0.934935544827102,4
REACTOME_PI3K_AKT_ACTIVATION,0.317675868506196,0.934935544827102,7
MIR4772_3P,0.317765044452153,0.934935544827102,83
GCACCTT_MIR18A_MIR18B,0.317785560511368,0.934935544827102,111
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP,0.317792193316214,0.934935544827102,152
GO_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM,0.317837458856189,0.934935544827102,51
GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN,0.317857143496415,0.934935544827102,132
MIR2116_3P,0.31785854412998,0.934935544827102,62
SHIPP_DLBCL_CURED_VS_FATAL_UP,0.317863934820526,0.934935544827102,26
WP_EBV_LMP1_SIGNALING,0.317948109459628,0.934935544827102,22
MIR3130_3P,0.317976382590659,0.934935544827102,41
MIR6862_3P,0.317998881887883,0.934935544827102,26
HP_CARIOUS_TEETH,0.318023121149358,0.934935544827102,129
HP_ABNORMAL_BREATH_SOUND,0.318041963166984,0.934935544827102,38
RAF_UP.V1_UP,0.318049154877718,0.934935544827102,184
GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_UP,0.318075397848371,0.934935544827102,172
HP_BLOODY_DIARRHEA,0.318075657277365,0.934935544827102,21
GNF2_MSN,0.318140250133295,0.934935544827102,24
REACTOME_FIBRONECTIN_MATRIX_FORMATION,0.318162361981996,0.934935544827102,5
GO_HISTONE_H3_K4_MONOMETHYLATION,0.318167184335594,0.934935544827102,7
HP_DERMATOLOGICAL_MANIFESTATIONS_OF_SYSTEMIC_DISORDERS,0.318201707078826,0.934935544827102,182
GO_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,0.318204042667789,0.934935544827102,7
GO_RENAL_SODIUM_EXCRETION,0.318207224276128,0.934935544827102,10
GO_FATTY_ACID_DERIVATIVE_TRANSPORT,0.318277334384459,0.934935544827102,27
GO_REGULATION_OF_HISTONE_H2B_UBIQUITINATION,0.318278936246029,0.934935544827102,5
PEREZ_TP63_TARGETS,0.318288445178204,0.934935544827102,309
GO_DETECTION_OF_OTHER_ORGANISM,0.318323303746339,0.934935544827102,13
GO_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION,0.318375469459181,0.934935544827102,7
GO_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,0.318464641748015,0.934935544827102,2
GO_REGULATION_OF_PROSTATIC_BUD_FORMATION,0.318512572577472,0.934935544827102,5
GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,0.318542144934297,0.934935544827102,91
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.318605957331116,0.934935544827102,174
GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_UP,0.31862007059726,0.934935544827102,172
GO_G_PROTEIN_BETA_GAMMA_SUBUNIT_COMPLEX,0.318632412567959,0.934935544827102,8
MIR146B_3P,0.318664138213474,0.934935544827102,59
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,0.318672592631275,0.934935544827102,123
GO_CHEMOATTRACTANT_ACTIVITY,0.318683189906522,0.934935544827102,19
GO_CAMP_DEPENDENT_PROTEIN_KINASE_INHIBITOR_ACTIVITY,0.318696821730846,0.934935544827102,8
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_UP,0.318770570605963,0.934935544827102,148
GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_DN,0.318774220932603,0.934935544827102,182
HP_PONTOCEREBELLAR_ATROPHY,0.318794321684631,0.934935544827102,6
GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.318805012260241,0.934935544827102,121
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,0.318862635267094,0.934935544827102,8
HP_CRANIAL_NERVE_COMPRESSION,0.318875925859839,0.934935544827102,29
MIR6775_3P,0.318907302199204,0.934935544827102,71
GO_DENDRITE_CYTOPLASM,0.318920701325852,0.934935544827102,29
MIR454_3P,0.318921374741441,0.934935544827102,400
GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,0.318922743097882,0.934935544827102,44
GSE39152_SPLEEN_CD103_NEG_VS_BRAIN_CD103_POS_MEMORY_CD8_TCELL_UP,0.3189290025173,0.934935544827102,180
BIOCARTA_EIF4_PATHWAY,0.318939329398017,0.934935544827102,24
DE_YY1_TARGETS_DN,0.318943096349353,0.934935544827102,89
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC,0.318950136737096,0.934935544827102,4
HP_NEONATAL_SHORT_LIMB_SHORT_STATURE,0.318951827628536,0.934935544827102,10
GO_PROTEIN_POLYUBIQUITINATION,0.319012948085009,0.934935544827102,317
GSE42724_NAIVE_VS_B1_BCELL_UP,0.319022601807698,0.934935544827102,175
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,0.319038362697044,0.934935544827102,55
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,0.319081034888009,0.934935544827102,59
MIR1233_3P,0.319094344286255,0.934935544827102,75
GO_L_LACTATE_DEHYDROGENASE_ACTIVITY,0.319102445187593,0.934935544827102,3
GO_POSITIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.319125306100627,0.934935544827102,5
WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY,0.319138389729406,0.934935544827102,62
GO_EPHRIN_RECEPTOR_ACTIVITY,0.319195833964229,0.934935544827102,13
STREICHER_LSM1_TARGETS_DN,0.319223906357478,0.934935544827102,17
HELLER_HDAC_TARGETS_DN,0.31922484497188,0.934935544827102,251
HP_DELIRIUM,0.319225162041866,0.934935544827102,7
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP,0.319228765883497,0.934935544827102,404
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP,0.319229143538818,0.934935544827102,170
GO_SCAVENGER_RECEPTOR_ACTIVITY,0.319256912375259,0.934935544827102,36
GO_PROTEIN_KINASE_A_BINDING,0.319329089679125,0.934935544827102,44
GNF2_KPNB1,0.319405999422838,0.934935544827102,73
GO_NEGATIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,0.319406220309407,0.934935544827102,4
GO_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY,0.319451028098189,0.934935544827102,16
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN,0.319473915942098,0.934935544827102,173
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP,0.319478012096963,0.934935544827102,161
GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.31951093391338,0.934935544827102,10
HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER,0.319522381882773,0.934935544827102,5
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,0.319552386502864,0.934935544827102,30
REACTOME_ACTIVATION_OF_C3_AND_C5,0.319580018872566,0.934935544827102,7
MIR300,0.319595663590803,0.934935544827102,404
MIR92A_3P,0.319607743745622,0.934935544827102,428
GO_NEURON_MIGRATION,0.319608400333586,0.934935544827102,123
MIR1263,0.319730097985083,0.934935544827102,46
GO_HISTONE_H3_K4_DEMETHYLATION_TRIMETHYL_H3_K4_SPECIFIC,0.319751577021711,0.934935544827102,4
FRASOR_RESPONSE_TO_ESTRADIOL_UP,0.319776889361012,0.934935544827102,30
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP,0.319780771005697,0.934935544827102,161
KEGG_BLADDER_CANCER,0.31981159696219,0.934935544827102,41
GO_PHENOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS,0.319831655001675,0.934935544827102,8
MIR7152_3P,0.319836356097894,0.934935544827102,89
HP_FUSED_CERVICAL_VERTEBRAE,0.319845987646335,0.934935544827102,16
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,0.31984939918834,0.934935544827102,9
GO_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT,0.319880288710735,0.934935544827102,34
ST_T_CELL_SIGNAL_TRANSDUCTION,0.319910225862402,0.934935544827102,37
GO_RESPIRATORY_CHAIN_COMPLEX_IV,0.320007389028341,0.934935544827102,16
HP_PERIMEMBRANOUS_VENTRICULAR_SEPTAL_DEFECT,0.320038277257559,0.934935544827102,9
GSE17721_12H_VS_24H_GARDIQUIMOD_BMDC_UP,0.320066161261472,0.934935544827102,172
GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_UP,0.320071204835683,0.934935544827102,129
HP_LARGE_FLESHY_EARS,0.320085039450811,0.934935544827102,8
BIOCARTA_PRION_PATHWAY,0.3200960641605,0.934935544827102,11
HP_RESPIRATORY_ARREST,0.320107393245438,0.934935544827102,13
GO_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY,0.320125170902018,0.934935544827102,13
HP_UNERUPTED_TOOTH,0.320129619331931,0.934935544827102,12
MIR4279,0.320146401311438,0.934935544827102,188
XBP1_01,0.320249869050851,0.934935544827102,118
PDGF_UP.V1_DN,0.320282087668935,0.934935544827102,82
MODULE_414,0.32033336776094,0.934935544827102,16
HP_MADELUNG_DEFORMITY,0.320372629326912,0.934935544827102,5
GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING,0.320375022753453,0.934935544827102,101
GO_SYNAPTIC_VESICLE_RECYCLING,0.320429782801677,0.934935544827102,66
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.320430529909718,0.934935544827102,31
GO_NEGATIVE_REGULATION_OF_LIPID_STORAGE,0.320441237922291,0.934935544827102,17
GO_AMINO_ACID_IMPORT,0.320464685196677,0.934935544827102,32
GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP,0.320519127263994,0.934935544827102,170
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,0.320554595038702,0.934935544827102,11
WP_STATIN_PATHWAY,0.320691912558845,0.934935544827102,18
HP_ANURIA,0.320720660950751,0.934935544827102,6
HP_SHALLOW_ANTERIOR_CHAMBER,0.320781331251943,0.934935544827102,11
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN,0.320796250219991,0.934935544827102,7
HP_ANTIPHOSPHOLIPID_ANTIBODY_POSITIVITY,0.320800660259145,0.934935544827102,11
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS,0.320801753736286,0.934935544827102,13
HP_ABNORMALITY_OF_BLOOD_CIRCULATION,0.32082801268612,0.934935544827102,229
HP_LARYNGOMALACIA,0.320843864642638,0.934935544827102,58
GO_NERVE_GROWTH_FACTOR_RECEPTOR_BINDING,0.320872796395596,0.934935544827102,3
GO_DEFINITIVE_HEMOPOIESIS,0.320894944497759,0.934935544827102,18
PID_FOXO_PATHWAY,0.320899143006081,0.934935544827102,47
GSE7852_LN_VS_FAT_TREG_DN,0.32094602037758,0.934935544827102,180
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP,0.320949839388222,0.934935544827102,18
HP_ABSENT_AXILLARY_HAIR,0.3209803665943,0.934935544827102,7
ANDERSEN_LIVER_CANCER_KRT19_UP,0.321030616561792,0.934935544827102,34
GO_EAR_MORPHOGENESIS,0.321031147515477,0.934935544827102,94
GNF2_JAK1,0.321054983495781,0.934935544827102,24
HP_SPHEROCYTOSIS,0.321097306450718,0.934935544827102,2
GO_LYMPH_NODE_DEVELOPMENT,0.321123849691825,0.934935544827102,13
HP_PAROXYSMAL_DYSKINESIA,0.321157633113423,0.934935544827102,5
GO_PEPTIDE_CROSS_LINKING_VIA_CHONDROITIN_4_SULFATE_GLYCOSAMINOGLYCAN,0.321184929684104,0.934935544827102,3
REACTOME_PROGRAMMED_CELL_DEATH,0.32121428947615,0.934935544827102,170
BIOCARTA_ION_PATHWAY,0.321236756992626,0.934935544827102,5
HP_UNCONJUGATED_HYPERBILIRUBINEMIA,0.321392850450455,0.934935544827102,3
GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN,0.321396261300513,0.934935544827102,158
AGGCACT_MIR5153P,0.321415134018279,0.934935544827102,84
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_INTERFERON_INDUCTION,0.321416841096909,0.934935544827102,32
GO_CORNIFIED_ENVELOPE,0.321421782167531,0.934935544827102,31
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,0.321431543836691,0.934935544827102,6
MIR3198,0.321469609506207,0.934935544827102,39
GO_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS,0.321484879502316,0.934935544827102,11
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_UP,0.321531706587312,0.934935544827102,27
BIOCARTA_CDK5_PATHWAY,0.321542503492485,0.934935544827102,11
GO_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE,0.321542586261028,0.934935544827102,15
MIR6787_5P,0.321587176415161,0.934935544827102,20
CHIN_BREAST_CANCER_COPY_NUMBER_DN,0.321594025690925,0.934935544827102,12
GSE22033_UNTREATED_VS_ROSIGLITAZONE_TREATED_MEF_DN,0.321635152942143,0.934935544827102,171
HP_HYPERLIPOPROTEINEMIA,0.321641781870676,0.934935544827102,21
GO_INSULIN_METABOLIC_PROCESS,0.321705338851124,0.934935544827102,5
GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP,0.321745714537142,0.934935544827102,175
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_UP,0.321747941367341,0.934935544827102,140
GO_REGULATION_OF_BRANCHING_MORPHOGENESIS_OF_A_NERVE,0.321779615387149,0.934935544827102,5
GO_TUMOR_NECROSIS_FACTOR_SECRETION,0.321783831178346,0.934935544827102,26
GSE27786_NKTCELL_VS_NEUTROPHIL_DN,0.321867127806966,0.934935544827102,168
HP_CEREBRAL_HEMORRHAGE,0.321919470231578,0.934935544827102,52
chr19q13,0.321932136459498,0.934935544827102,670
HP_STRIAE_DISTENSAE,0.321932791310483,0.934935544827102,21
GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP,0.321964251139501,0.934935544827102,98
MIR1909_5P,0.321996271255232,0.934935544827102,31
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12,0.322040904156396,0.934935544827102,11
HP_ABNORMAL_UPPER_LIMB_BONE_MORPHOLOGY,0.322044557332234,0.934935544827102,334
GO_NEGATIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING,0.322066367692504,0.934935544827102,19
GO_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE,0.322131541689981,0.934935544827102,4
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,0.322132779177495,0.934935544827102,597
HP_OCULAR_PAIN,0.322147598117301,0.934935544827102,12
GO_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY,0.322161682670004,0.934935544827102,12
HP_HEMOLYTIC_ANEMIA,0.322192610611904,0.934935544827102,91
GO_NEGATIVE_REGULATION_OF_TUBULIN_DEACETYLATION,0.322203797450293,0.934935544827102,6
GO_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,0.322225822240243,0.934935544827102,119
MIR6737_3P,0.322261436764834,0.934935544827102,172
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP,0.322280304972771,0.934935544827102,7
GO_IMPORT_INTO_CELL,0.322303271580933,0.934935544827102,160
GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT,0.322342535783073,0.934935544827102,76
GO_SENSORY_PERCEPTION_OF_PAIN,0.322342837996323,0.934935544827102,64
HP_MUSCLE_SPASM,0.322358405968233,0.934935544827102,131
GO_LAMIN_BINDING,0.322394322355809,0.934935544827102,15
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.322398328844222,0.934935544827102,28
POOLA_INVASIVE_BREAST_CANCER_DN,0.322447284165339,0.934935544827102,113
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,0.32253543203998,0.934935544827102,33
HP_ASYMMETRY_OF_THE_THORAX,0.32260926928093,0.934935544827102,8
GO_CELL_JUNCTION_DISASSEMBLY,0.322609339759671,0.934935544827102,14
GO_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,0.322613178719248,0.934935544827102,18
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE,0.322645620182262,0.934935544827102,24
GSE27786_LIN_NEG_VS_NKCELL_DN,0.322657797620913,0.934935544827102,181
GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_DN,0.322690709664248,0.934935544827102,159
GO_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,0.322745520294853,0.934935544827102,14
GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_DN,0.322750878271368,0.934935544827102,149
MORF_PAX7,0.322774175328759,0.934935544827102,187
MIR148B_3P,0.32278486350951,0.934935544827102,309
REACTOME_DNA_METHYLATION,0.322813059161479,0.934935544827102,50
GO_CARBOXYPEPTIDASE_ACTIVITY,0.322920055626833,0.934935544827102,27
GCAAGGA_MIR502,0.322929069082718,0.934935544827102,65
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,0.323041144748581,0.934935544827102,27
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,0.323095638599906,0.934935544827102,25
REACTOME_SIGNALING_BY_FGFR4,0.323124600267903,0.934935544827102,32
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_DN,0.323141207242752,0.934935544827102,164
HP_ABNORMALITY_OF_THE_AXILLARY_HAIR,0.323142663102038,0.934935544827102,34
MIR7153_3P,0.323159057830078,0.934935544827102,45
HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY,0.323187600848465,0.934935544827102,492
GO_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_REGULATION_OF_CELL_PROLIFERATION,0.323189761914634,0.934935544827102,5
GO_GAMMA_AMINOBUTYRIC_ACID_METABOLIC_PROCESS,0.323208004929346,0.934935544827102,4
GO_REGULATION_OF_CYCLASE_ACTIVITY,0.323244460149208,0.934935544827102,28
SASSON_RESPONSE_TO_FORSKOLIN_DN,0.323245879368194,0.934935544827102,82
WP_EGFEGFR_SIGNALING_PATHWAY,0.323250048603471,0.934935544827102,156
HP_HYPOMINERALIZATION_OF_ENAMEL,0.323263027296854,0.934935544827102,5
GO_STEREOCILIUM_MEMBRANE,0.323344069117247,0.934935544827102,4
GO_LABYRINTHINE_LAYER_DEVELOPMENT,0.323350015381822,0.934935544827102,41
GO_ALDEHYDE_BIOSYNTHETIC_PROCESS,0.323385630941443,0.934935544827102,13
MIR205_5P,0.323397536707126,0.934935544827102,201
BIOCARTA_CREB_PATHWAY,0.323422576150053,0.934935544827102,21
PID_MYC_ACTIV_PATHWAY,0.323459872803285,0.934935544827102,76
HAY_BONE_MARROW_CD34_POS_CLP,0.323543086936578,0.934935544827102,5
CUI_DEVELOPING_HEART_C1_5TH_WEEK_CARDIAC_CELLS,0.323546837765173,0.934935544827102,73
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_DN,0.323554434536851,0.934935544827102,162
GO_NETRIN_RECEPTOR_ACTIVITY,0.323593585421503,0.934935544827102,4
GO_RESPONSE_TO_ETHANOL,0.323614591014653,0.934935544827102,86
GO_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT,0.323656065505882,0.934935544827102,4
GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,0.323709883217428,0.934935544827102,44
HP_AUTOAMPUTATION,0.323731901031937,0.934935544827102,11
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP,0.323744545378196,0.934935544827102,158
HP_ABNORMALITY_OF_THE_PULMONARY_VEINS,0.323756264361395,0.934935544827102,17
BRACHAT_RESPONSE_TO_METHOTREXATE_DN,0.32375630743552,0.934935544827102,24
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_42H_UP,0.323759487060748,0.934935544827102,181
AMIT_SERUM_RESPONSE_240_MCF10A,0.32377438819878,0.934935544827102,56
ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE,0.323891936640911,0.934935544827102,5
HP_ABNORMALITY_OF_THE_TEMPOROMANDIBULAR_JOINT,0.32389833612849,0.934935544827102,6
HP_OCULAR_ALBINISM,0.323923106081623,0.934935544827102,17
MIR6777_3P,0.323946451925279,0.934935544827102,43
GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.323948941889877,0.934935544827102,39
GO_CORTISOL_METABOLIC_PROCESS,0.323953098892521,0.934935544827102,8
GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN,0.323954436599856,0.934935544827102,172
GO_REGULATION_OF_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.323984194427264,0.934935544827102,6
HP_ABNORMALITY_OF_MACULAR_PIGMENTATION,0.324075122500701,0.934935544827102,24
GO_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION,0.324079921642195,0.934935544827102,5
PRC1_BMI_UP.V1_DN,0.324111202562584,0.934935544827102,128
GO_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,0.324136263943494,0.934935544827102,19
GO_OLIGOPEPTIDE_TRANSPORT,0.324159533538067,0.934935544827102,10
HP_POLAR_CATARACT,0.324168535761122,0.934935544827102,10
HP_ABNORMALITY_OF_THE_DENTITION,0.324175765059456,0.934935544827102,683
HP_CARPAL_SYNOSTOSIS,0.324188676723561,0.934935544827102,29
RYAAAKNNNNNNTTGW_UNKNOWN,0.324196180553667,0.934935544827102,68
GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,0.324233155641865,0.934935544827102,13
NAKAYAMA_FRA2_TARGETS,0.324250718967719,0.934935544827102,41
HUI_MAPK14_TARGETS_UP,0.324257684240599,0.934935544827102,17
GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS,0.324264455342167,0.934935544827102,24
chr16p11,0.324280029097071,0.934935544827102,124
GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP,0.324289025381796,0.934935544827102,164
GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,0.324320741600635,0.934935544827102,221
HP_NAUSEA,0.324383352635552,0.934935544827102,50
GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_IRES_GFP_UP,0.324386295350577,0.934935544827102,77
HP_ABNORMAL_CELL_PROLIFERATION,0.324392120459668,0.934935544827102,11
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1B,0.324414233664265,0.934935544827102,12
GO_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY,0.324425166137806,0.934935544827102,15
HP_DECREASE_IN_T_CELL_COUNT,0.324463391132079,0.934935544827102,29
GO_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MIRNAS_INVOLVED_IN_GENE_SILENCING_BY_MIRNA,0.324582107204316,0.934935544827102,11
GO_EXOCYTIC_VESICLE,0.3245987838463,0.934935544827102,179
PID_REG_GR_PATHWAY,0.324618580161472,0.934935544827102,66
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,0.324669145498051,0.934935544827102,9
YAP1_UP,0.324692101032988,0.934935544827102,42
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_HEART_DEVELOPMENT,0.324760443383601,0.934935544827102,3
RAGHAVACHARI_PLATELET_SPECIFIC_GENES,0.324782441908217,0.934935544827102,62
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_DN,0.324825313833796,0.934935544827102,178
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP,0.324831692418434,0.934935544827102,29
GO_VENTRAL_SPINAL_CORD_DEVELOPMENT,0.324831752513003,0.934935544827102,32
UEDA_PERIFERAL_CLOCK,0.324886568633664,0.934935544827102,154
TNCATNTCCYR_UNKNOWN,0.324911214891055,0.934935544827102,119
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.324914034432773,0.934935544827102,65
GO_PROTEIN_TYROSINE_THREONINE_PHOSPHATASE_ACTIVITY,0.324945045027528,0.934935544827102,10
GO_NEUROPEPTIDE_RECEPTOR_ACTIVITY,0.324968457211148,0.934935544827102,13
MIR4753_3P,0.324995464437775,0.934935544827102,444
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,0.325018479821355,0.934935544827102,11
GSE33425_CD161_HIGH_VS_NEG_CD8_TCELL_DN,0.325054945386221,0.934935544827102,180
DER_IFN_BETA_RESPONSE_DN,0.325066101190116,0.934935544827102,6
MIR130A_5P,0.325070795450927,0.934935544827102,277
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,0.325108902400241,0.934935544827102,16
WEBER_METHYLATED_ICP_IN_SPERM_DN,0.325163931068265,0.934935544827102,2
GSE17721_0.5H_VS_12H_POLYIC_BMDC_DN,0.325173958162186,0.934935544827102,180
GO_ERYTHROCYTE_MATURATION,0.325346520863965,0.934935544827102,13
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION,0.325351665036161,0.934935544827102,7
GO_SULFATIDE_BINDING,0.325443003388322,0.934935544827102,5
GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT,0.325445562374999,0.934935544827102,29
MIR4697_3P,0.325465815254338,0.934935544827102,96
HP_ABNORMAL_ENDOCARDIUM_MORPHOLOGY,0.325469720296907,0.934935544827102,41
GO_DEAMINASE_ACTIVITY,0.325588578797424,0.934935544827102,25
HP_RECURRENT_UPPER_AND_LOWER_RESPIRATORY_TRACT_INFECTIONS,0.325609727651786,0.934935544827102,7
HP_KERATOGLOBUS,0.325630893754061,0.934935544827102,6
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN,0.325636117047649,0.934935544827102,23
GO_LARGE_RIBOSOMAL_SUBUNIT_RRNA_BINDING,0.325678789007554,0.934935544827102,5
