,p.val,q.val,set.size
HOLLERN_MICROACINAR_BREAST_TUMOR_UP,0.270649195741837,0.973915033168912,37
chr14q23,0.27068410542329,0.973915033168912,62
REACTOME_SERINE_BIOSYNTHESIS,0.270687320215023,0.973915033168912,9
MIR4689,0.270710004416421,0.973915033168912,66
GO_CHOLESTEROL_CATABOLIC_PROCESS,0.270739940270263,0.973915033168912,8
MIR4443,0.270794002604471,0.973915033168912,141
GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT,0.270807353105454,0.973915033168912,29
MIR4766_5P,0.270814792105053,0.973915033168912,275
GO_CHROMATIN_SILENCING_AT_TELOMERE,0.270822729658254,0.973915033168912,10
GO_C3HC4_TYPE_RING_FINGER_DOMAIN_BINDING,0.27082419933856,0.973915033168912,6
SHIN_B_CELL_LYMPHOMA_CLUSTER_1,0.270835604593505,0.973915033168912,7
GO_RESPONSE_TO_HISTAMINE,0.270865472453042,0.973915033168912,4
MIR4430,0.270869589678427,0.973915033168912,125
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE,0.270871847602614,0.973915033168912,18
MIR6734_3P,0.270917502806587,0.973915033168912,123
GO_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,0.270964230806887,0.973915033168912,14
GSE40274_FOXP3_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN,0.270977806947294,0.973915033168912,133
MIR6824_3P,0.271025717588078,0.973915033168912,96
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN,0.271055772594861,0.973915033168912,121
MODULE_98,0.271104580529008,0.973915033168912,381
GO_NEGATIVE_REGULATION_OF_BEHAVIOR,0.271107664835051,0.973915033168912,8
MODULE_93,0.271125665191831,0.973915033168912,157
GO_REGULATION_OF_SREBP_SIGNALING_PATHWAY,0.271126238149151,0.973915033168912,7
MIR1911_5P,0.271152548930106,0.973915033168912,25
MIR1297,0.271282772463968,0.973915033168912,567
WP_SULFATION_BIOTRANSFORMATION_REACTION,0.271313834043426,0.973915033168912,11
MIR6864_3P,0.271329766940381,0.973915033168912,39
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN,0.271361455576736,0.973915033168912,176
GO_NEUREGULIN_BINDING,0.271447674864809,0.973915033168912,4
GSE17721_LPS_VS_POLYIC_6H_BMDC_UP,0.27146109707347,0.973915033168912,180
GO_SEPTIN_CYTOSKELETON,0.271484200864144,0.973915033168912,13
GSE15659_TREG_VS_TCONV_UP,0.271560952626966,0.973915033168912,142
GO_FEMALE_GAMETE_GENERATION,0.271568992156297,0.973915033168912,109
GO_XENOBIOTIC_DETOXIFICATION_BY_TRANSMEMBRANE_EXPORT_ACROSS_THE_PLASMA_MEMBRANE,0.271580387723421,0.973915033168912,6
MIR199A_5P,0.271594952889574,0.973915033168912,169
GNF2_HPN,0.271603538775414,0.973915033168912,78
REACTOME_GLUCOSE_METABOLISM,0.27162317672148,0.973915033168912,82
WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION,0.271631593503651,0.973915033168912,15
HP_INCREASED_VERTEBRAL_HEIGHT,0.271634779306906,0.973915033168912,7
MODULE_335,0.271637433669298,0.973915033168912,11
HP_NUCHAL_RIGIDITY,0.271651380564799,0.973915033168912,6
HP_COGNITIVE_IMPAIRMENT,0.271655805776973,0.973915033168912,519
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4,0.271694997958448,0.973915033168912,217
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_UP,0.271708063734883,0.973915033168912,175
GO_MICROTUBULE_ANCHORING,0.271793318225168,0.973915033168912,22
GO_NUCLEAR_PORE_NUCLEAR_BASKET,0.271818099982824,0.973915033168912,12
GO_TERMINATION_OF_RNA_POLYMERASE_I_TRANSCRIPTION,0.271828881054222,0.973915033168912,31
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III,0.271844597413359,0.973915033168912,11
HP_MALE_INFERTILITY,0.271878776712194,0.973915033168912,25
HP_FRONTOTEMPORAL_CEREBRAL_ATROPHY,0.271889858762921,0.973915033168912,12
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.271909823230152,0.973915033168912,52
HP_PROTUBERANT_ABDOMEN,0.27196508814037,0.973915033168912,20
GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN,0.27199353979086,0.973915033168912,186
WATANABE_COLON_CANCER_MSI_VS_MSS_DN,0.272050856445556,0.973915033168912,41
MIR3143,0.272053726641193,0.973915033168912,385
GO_DE_NOVO_IMP_BIOSYNTHETIC_PROCESS,0.272134709517042,0.973915033168912,6
HP_ENCEPHALOPATHY,0.272140784720803,0.973915033168912,230
HP_ABNORMAL_MUSCLE_FIBER_ALPHA_DYSTROGLYCAN,0.272179334421058,0.973915033168912,10
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_DN,0.272195588782816,0.973915033168912,173
HP_HYPOMIMIC_FACE,0.272200648236908,0.973915033168912,29
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.272204596549415,0.973915033168912,73
GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP,0.272289771845768,0.973915033168912,168
BIOCARTA_NFKB_PATHWAY,0.272357676823894,0.973915033168912,20
GO_PHOSPHATIDIC_ACID_TRANSFER_ACTIVITY,0.272438831816076,0.973915033168912,6
GO_FEMALE_MEIOTIC_NUCLEAR_DIVISION,0.272475135674564,0.973915033168912,25
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP,0.272499132832492,0.973915033168912,387
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN,0.272509426493487,0.973915033168912,189
GO_DICARBOXYLIC_ACID_CATABOLIC_PROCESS,0.272515749339387,0.973915033168912,13
MIR1292_5P,0.272585127509177,0.973915033168912,15
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES,0.272631481479007,0.973915033168912,11
PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN,0.272713774468992,0.973915033168912,143
GO_CRISTAE_FORMATION,0.272737193516105,0.973915033168912,35
MIR1231,0.272793802546535,0.973915033168912,40
HP_ABNORMAL_CIRCULATING_COPPER_CONCENTRATION,0.27282461438356,0.973915033168912,8
MIR3127_5P,0.272922934963455,0.973915033168912,53
MIR4497,0.272931458111683,0.973915033168912,7
HP_INTELLECTUAL_DISABILITY_PROGRESSIVE,0.272957768664788,0.973915033168912,43
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP,0.272991479687541,0.973915033168912,154
MOOTHA_PGC,0.273007492916063,0.973915033168912,405
HP_DEMENTIA,0.273027490702576,0.973915033168912,159
GO_SYNAPTIC_VESICLE_UNCOATING,0.273047420165577,0.973915033168912,4
GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP,0.273068589614954,0.973915033168912,183
GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION,0.273077224260715,0.973915033168912,16
chr1p12,0.273142881073073,0.973915033168912,16
GO_LIPID_GLYCOSYLATION,0.273163862834239,0.973915033168912,10
GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP,0.27319856387214,0.973915033168912,176
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP,0.273238078394434,0.973915033168912,168
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP,0.273252903590064,0.973915033168912,35
GROSS_HYPOXIA_VIA_HIF1A_ONLY,0.273255961965734,0.973915033168912,8
GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP,0.273260525588801,0.973915033168912,172
WP_SLEEP_REGULATION,0.273324254396874,0.973915033168912,19
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN,0.273395245970143,0.973915033168912,147
MIR15A_3P,0.273395515358946,0.973915033168912,31
chr3q21,0.273397156156557,0.973915033168912,68
GO_LEPTIN_MEDIATED_SIGNALING_PATHWAY,0.273429157262692,0.973915033168912,8
HP_BRUXISM,0.273454957843127,0.973915033168912,12
GO_NEGATIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY,0.273483846950876,0.973915033168912,8
GO_GERMINAL_CENTER_B_CELL_DIFFERENTIATION,0.273513542948619,0.973915033168912,2
MIR1255B_2_3P,0.27355399940513,0.973915033168912,81
GNF2_CEBPA,0.273577208087262,0.973915033168912,40
GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_DN,0.273586590752841,0.973915033168912,151
HP_ABNORMALITY_OF_PERIPHERAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY,0.273688131701708,0.973915033168912,110
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_DN,0.273700287685095,0.973915033168912,178
MIR548O_3P,0.273720092908911,0.973915033168912,247
GSE4590_SMALL_VS_VPREB_POS_LARGE_PRE_BCELL_DN,0.273758112300794,0.973915033168912,118
MIR889_3P,0.273766893000957,0.973915033168912,206
GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT,0.273841015855995,0.973915033168912,28
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,0.27388295561825,0.973915033168912,69
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN,0.273914487067819,0.973915033168912,7
GO_ENDOPLASMIC_RETICULUM_ORGANIZATION,0.273952866605626,0.973915033168912,70
MIR199B_5P,0.273955367154104,0.973915033168912,168
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,0.274006022004156,0.973915033168912,10
GO_GLYCERALDEHYDE_3_PHOSPHATE_DEHYDROGENASE_NADPLUS_NON_PHOSPHORYLATING_ACTIVITY,0.274219824932531,0.973915033168912,6
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FLI1,0.274405246370078,0.973915033168912,6
GO_DNA_DEALKYLATION_INVOLVED_IN_DNA_REPAIR,0.274424839069668,0.973915033168912,10
WU_HBX_TARGETS_3_DN,0.274461171692256,0.973915033168912,9
GSE17580_TREG_VS_TEFF_UP,0.274490087181132,0.973915033168912,167
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.274508364279015,0.973915033168912,56
GO_SURFACTANT_HOMEOSTASIS,0.274528342219998,0.973915033168912,8
GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP,0.274530989831009,0.973915033168912,196
HP_MILD_GLOBAL_DEVELOPMENTAL_DELAY,0.27454057355638,0.973915033168912,27
GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING,0.274541778078948,0.973915033168912,36
MODULE_101,0.27459602523562,0.973915033168912,8
HP_ABNORMAL_SHAPE_OF_THE_FRONTAL_REGION,0.274618433763674,0.973915033168912,295
MIR3622A_3P_MIR3622B_3P,0.274631726237143,0.973915033168912,85
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN,0.27464345957828,0.973915033168912,184
REACTOME_REGULATION_OF_TP53_ACTIVITY,0.274644909338295,0.973915033168912,156
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_180MIN_UP,0.274654226429446,0.973915033168912,195
GO_ALPHA_DNA_POLYMERASE_PRIMASE_COMPLEX,0.274768646399722,0.973915033168912,5
GAL_LEUKEMIC_STEM_CELL_DN,0.274784278842069,0.973915033168912,174
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,0.274792280680962,0.973915033168912,148
GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP,0.274821061059916,0.973915033168912,173
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN,0.274827466783225,0.973915033168912,177
GSE42021_TCONV_PLN_VS_CD24HI_TCONV_THYMUS_DN,0.274879935558612,0.973915033168912,183
GO_TELOMERASE_RNA_BINDING,0.274887329434433,0.973915033168912,22
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_LYMPHOID_PRIMED_MPP_UP,0.274919338465256,0.973915033168912,163
MIR365A_5P,0.274942393100602,0.973915033168912,25
GO_HISTONE_H3_K9_TRIMETHYLATION,0.274963091849693,0.973915033168912,14
GO_POLYOL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.274995130404952,0.973915033168912,7
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_DN,0.274997406772294,0.973915033168912,156
HP_MODERATELY_REDUCED_VISUAL_ACUITY,0.275022557238229,0.973915033168912,4
HP_CONGENITAL_ONSET,0.27520126381507,0.973915033168912,254
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,0.275225268289869,0.973915033168912,16
HP_IRREGULAR_HYPERPIGMENTATION,0.275285034808804,0.973915033168912,117
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_I_PROMOTER,0.275391608865756,0.973915033168912,38
EIF4E_DN,0.275403113483893,0.973915033168912,98
GNF2_PCAF,0.275442490710959,0.973915033168912,24
GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,0.275444405921828,0.973915033168912,13
REACTOME_HSF1_ACTIVATION,0.275499004043161,0.973915033168912,27
GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN,0.275521511433649,0.973915033168912,189
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_DN,0.275523332320335,0.973915033168912,169
GO_HISTONE_ACETYLTRANSFERASE_ACTIVITY_H4_K16_SPECIFIC,0.275528855370039,0.973915033168912,10
FAELT_B_CLL_WITH_VH3_21_DN,0.275529660961749,0.973915033168912,48
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN,0.275589768063937,0.973915033168912,62
GO_REGULATION_OF_HISTONE_H4_K16_ACETYLATION,0.275598771838773,0.973915033168912,6
GSE9946_IMMATURE_VS_LISTERIA_INF_MATURE_DC_UP,0.275617539485432,0.973915033168912,97
GO_ASPARTATE_METABOLIC_PROCESS,0.275672365851524,0.973915033168912,6
MIR517_5P,0.275733030331912,0.973915033168912,75
LEIN_PONS_MARKERS,0.275742553008572,0.973915033168912,76
GCM_AQP4,0.27576839119023,0.973915033168912,44
GO_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS,0.27579518496934,0.973915033168912,2
TCGA_GLIOBLASTOMA_COPY_NUMBER_DN,0.275800105079685,0.973915033168912,27
GO_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.275817739611766,0.973915033168912,27
MIR378J,0.275855405457491,0.973915033168912,66
HP_SHORT_PROXIMAL_PHALANX_OF_FINGER,0.275870157486324,0.973915033168912,6
GO_GAMMA_TUBULIN_BINDING,0.275893836360461,0.973915033168912,28
HP_NEONATAL_HYPOGLYCEMIA,0.275979750375366,0.973915033168912,19
HP_URETERAL_DUPLICATION,0.275985332149111,0.973915033168912,33
HP_PRIMARY_ADRENAL_INSUFFICIENCY,0.275986252671953,0.973915033168912,43
MODULE_481,0.276000714242157,0.973915033168912,69
HP_ABNORMALITY_OF_THE_PROTEIN_C_ANTICOAGULANT_PATHWAY,0.276024810337639,0.973915033168912,5
GO_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR,0.276084129397062,0.973915033168912,10
MIR10A_3P,0.276144117307904,0.973915033168912,21
GO_CO_SMAD_BINDING,0.276148087268957,0.973915033168912,8
HP_ADRENAL_INSUFFICIENCY,0.276157688121195,0.973915033168912,72
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN,0.276166411458042,0.973915033168912,25
CHO_NR4A1_TARGETS,0.276185325404402,0.973915033168912,24
GSE22611_UNSTIM_VS_2H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_DN,0.276215821545842,0.973915033168912,183
GO_CAMP_METABOLIC_PROCESS,0.27623560888203,0.973915033168912,17
GO_ARGININE_METABOLIC_PROCESS,0.276244263972932,0.973915033168912,15
WANG_RESPONSE_TO_FORSKOLIN_UP,0.276262108126402,0.973915033168912,19
HP_ABNORMAL_FACIAL_SHAPE,0.276273581108601,0.973915033168912,818
SRPK2_TARGET_GENES,0.276322627746756,0.973915033168912,46
GO_POSITIVE_REGULATION_OF_DNA_RECOMBINATION,0.276326186109183,0.973915033168912,37
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,0.276330276492945,0.973915033168912,21
GO_REGULATION_OF_ARACHIDONIC_ACID_SECRETION,0.27634507323546,0.973915033168912,5
ZNF433_TARGET_GENES,0.276381753220982,0.973915033168912,49
GO_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION,0.276404953918974,0.973915033168912,13
HP_LEUKOPENIA,0.276408883221936,0.973915033168912,160
LAIHO_COLORECTAL_CANCER_SERRATED_DN,0.276431589206011,0.973915033168912,86
GO_REGULATION_OF_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,0.276464614243751,0.973915033168912,4
GO_RENAL_WATER_HOMEOSTASIS,0.276482662780365,0.973915033168912,28
GO_DIVALENT_INORGANIC_ANION_HOMEOSTASIS,0.276500687804523,0.973915033168912,7
GO_AP_4_ADAPTOR_COMPLEX,0.276501543548723,0.973915033168912,5
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP,0.276505013560656,0.973915033168912,170
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP,0.276580988712062,0.973915033168912,148
GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN,0.276623536542491,0.973915033168912,179
GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_DN,0.276691664193342,0.973915033168912,163
REACTOME_SULFIDE_OXIDATION_TO_SULFATE,0.276708096056064,0.973915033168912,6
GSE22919_RESTING_VS_IL2_IL12_IL15_STIM_NK_CELL_DN,0.276733025879266,0.973915033168912,187
MIR503_3P,0.276754913387866,0.973915033168912,30
GO_POTASSIUM_CHLORIDE_SYMPORTER_ACTIVITY,0.276767608496593,0.973915033168912,8
GSE23925_LIGHT_ZONE_VS_DARK_ZONE_BCELL_DN,0.276803098499831,0.973915033168912,168
GO_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.276813145852272,0.973915033168912,37
GTTRYCATRR_UNKNOWN,0.276862496673207,0.973915033168912,137
HP_UROGENITAL_FISTULA,0.27692797311797,0.973915033168912,31
HP_RETINAL_DYSPLASIA,0.276949922024599,0.973915033168912,23
GO_PHOSPHOLIPASE_A2_ACTIVITY,0.276960476898836,0.973915033168912,20
NIKOLSKY_BREAST_CANCER_12Q24_AMPLICON,0.27697340208261,0.973915033168912,13
ZHAN_MULTIPLE_MYELOMA_LB_UP,0.277001463872972,0.973915033168912,37
GO_PROTEIN_DNA_COMPLEX,0.277044252699895,0.973915033168912,155
HP_SQUAMOUS_CELL_CARCINOMA,0.277220205643462,0.973915033168912,55
GO_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY,0.277408442378349,0.973915033168912,7
HP_RESTLESS_LEGS,0.277423983101592,0.973915033168912,13
MIR6764_3P,0.277430031549678,0.973915033168912,95
MIR3934_5P,0.277496211907033,0.973915033168912,50
GSE369_IFNG_KO_VS_WT_LIVER_UP,0.277537311771549,0.973915033168912,189
GSE41867_NAIVE_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP,0.27754364319969,0.973915033168912,171
ZNF708_TARGET_GENES,0.277552035782898,0.973915033168912,82
GO_TELOMERASE_ACTIVITY,0.277642508716332,0.973915033168912,6
GO_RNA_DIRECTED_DNA_POLYMERASE_ACTIVITY,0.277642508716332,0.973915033168912,6
GO_UBIQUINONE_METABOLIC_PROCESS,0.277689153836205,0.973915033168912,20
GO_UBIQUITIN_DEPENDENT_ERAD_PATHWAY,0.277796513566859,0.973915033168912,76
HP_UNDETECTABLE_VISUAL_EVOKED_POTENTIALS,0.277856799499317,0.973915033168912,6
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,0.277901634486771,0.973915033168912,9
REACTOME_ANDROGEN_BIOSYNTHESIS,0.27793257436503,0.973915033168912,5
CTCAGGG_MIR125B_MIR125A,0.277939710089891,0.973915033168912,299
MIR136_5P,0.277946110050066,0.973915033168912,95
GO_EXTRAEMBRYONIC_MEMBRANE_DEVELOPMENT,0.277947688582647,0.973915033168912,9
HP_ALLERGY,0.278054204078194,0.973915033168912,20
GSE43863_LY6C_INT_CXCR5POS_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP,0.278107930966091,0.973915033168912,166
KEGG_PPAR_SIGNALING_PATHWAY,0.27811537473433,0.973915033168912,49
GO_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS,0.27812437371121,0.973915033168912,42
GO_DIGESTIVE_SYSTEM_PROCESS,0.278136365949467,0.973915033168912,70
GO_RESPONSE_TO_DIETARY_EXCESS,0.278173039421904,0.973915033168912,16
HP_ACUTE_LYMPHOBLASTIC_LEUKEMIA,0.278175066383406,0.973915033168912,17
MIR5681A,0.27819446122992,0.973915033168912,131
GSE3039_CD4_TCELL_VS_ALPHAALPHA_CD8_TCELL_DN,0.2781992740756,0.973915033168912,174
GO_NEGATIVE_REGULATION_OF_AXONOGENESIS,0.278206175993637,0.973915033168912,55
GO_PROTEIN_HETEROTETRAMERIZATION,0.278230761827392,0.973915033168912,14
MIR134_5P,0.278238983503177,0.973915033168912,60
GO_EMBRYONIC_DIGIT_MORPHOGENESIS,0.278240955408683,0.973915033168912,50
GO_NUCLEAR_OUTER_MEMBRANE,0.278257622056397,0.973915033168912,24
MIR4680_5P,0.27826428377726,0.973915033168912,64
NIKOLSKY_BREAST_CANCER_7P22_AMPLICON,0.278326278288412,0.973915033168912,35
GSE14026_TH1_VS_TH17_UP,0.278336052192518,0.973915033168912,144
HP_OVERWEIGHT,0.278360158227893,0.973915033168912,16
TCANNTGAY_SREBP1_01,0.278398133696401,0.973915033168912,411
GO_FATTY_ACID_SYNTHASE_ACTIVITY,0.278437413699812,0.973915033168912,10
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_4H_DN,0.27845844653226,0.973915033168912,103
GSE7764_NKCELL_VS_SPLENOCYTE_DN,0.278469649217764,0.973915033168912,173
GO_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS,0.278608685985295,0.973915033168912,7
HP_HYPOGLYCORRHACHIA,0.278648519828567,0.973915033168912,6
GO_GAMETE_GENERATION,0.278661701323316,0.973915033168912,501
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,0.278700400505355,0.973915033168912,11
HP_PATELLAR_HYPOPLASIA,0.278709816681887,0.973915033168912,6
BIOCARTA_CIRCADIAN_PATHWAY,0.278727561057713,0.973915033168912,6
HP_CRANIOSYNOSTOSIS,0.278749642393657,0.973915033168912,132
MODULE_557,0.2787764594285,0.973915033168912,6
GSE17721_LPS_VS_POLYIC_12H_BMDC_DN,0.27877813853854,0.973915033168912,176
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN,0.278800994213945,0.973915033168912,20
GO_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION,0.278895774119061,0.973915033168912,27
chr8q24,0.278909194486152,0.973915033168912,169
WP_THE_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS,0.278969744273483,0.973915033168912,6
HP_ABNORMAL_CONNECTION_OF_THE_CARDIAC_SEGMENTS,0.279014400965653,0.973915033168912,143
HP_PATCHY_CHANGES_OF_BONE_MINERAL_DENSITY,0.279060853022797,0.973915033168912,5
GO_GLYCOPROTEIN_CATABOLIC_PROCESS,0.279093787292587,0.973915033168912,22
CGGTGTG_MIR220,0.279108960952704,0.973915033168912,3
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,0.279172479223948,0.973915033168912,26
GSE2128_C57BL6_VS_NOD_THYMOCYTE_DN,0.27922077312946,0.973915033168912,167
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,0.279223799572494,0.973915033168912,83
MIR6771_3P,0.279251413618227,0.973915033168912,84
HP_ATRIAL_FLUTTER,0.279269769601272,0.973915033168912,10
GO_G_QUADRUPLEX_DNA_UNWINDING,0.279289589606114,0.973915033168912,7
GO_PROTEIN_TYROSINE_KINASE_BINDING,0.279308332022665,0.973915033168912,76
HP_CERVICAL_SPINAL_CANAL_STENOSIS,0.279481239039324,0.973915033168912,6
MIR875_5P,0.279497683473494,0.973915033168912,45
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN,0.279541069997504,0.973915033168912,154
HP_APLASIA_HYPOPLASIA_OF_THE_THYMUS,0.279543938239511,0.973915033168912,29
KEGG_FOLATE_BIOSYNTHESIS,0.279579367487841,0.973915033168912,10
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_DN,0.279586965871606,0.973915033168912,150
GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_DN,0.279649522013921,0.973915033168912,183
MIR6073,0.279655855318099,0.973915033168912,92
GSE13522_WT_VS_IFNG_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP,0.27969921818284,0.973915033168912,73
MIR4296,0.279729343700181,0.973915033168912,54
MIR4796_3P,0.279809136490079,0.973915033168912,223
ROSS_AML_WITH_PML_RARA_FUSION,0.279834149167122,0.973915033168912,69
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_DN,0.279836360756283,0.973915033168912,170
ZNF404_TARGET_GENES,0.279839067732822,0.973915033168912,20
GO_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,0.279911960297769,0.973915033168912,11
LY_AGING_OLD_DN,0.279929215346512,0.973915033168912,54
GO_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL,0.27995680121535,0.973915033168912,14
MODULE_106,0.279961325207875,0.973915033168912,4
GO_RIBOSOME_BINDING,0.279973576990219,0.973915033168912,56
GSE4748_CYANOBACTERIUM_LPSLIKE_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP,0.279991829652593,0.973915033168912,143
HP_HAND_TREMOR,0.280071856772446,0.973915033168912,22
ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTIATION,0.28009523478869,0.973915033168912,50
HP_ABNORMALITY_OF_THE_EXTERNAL_NOSE,0.280116057425889,0.973915033168912,700
HP_RESPIRATORY_INSUFFICIENCY_DUE_TO_DEFECTIVE_CILIARY_CLEARANCE,0.280124617793339,0.973915033168912,9
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_UP,0.280136916023214,0.973915033168912,152
MIR7113_5P,0.280153138837725,0.973915033168912,125
MIR3193,0.280179528211946,0.973915033168912,6
